Arrival_Rate,Service_Time,Avg_Waiting_Time
4.370861069626263,4.7782143788446225,45.91670178175634
1.7515064502880189,3.9971611216734657,41.79082779213826
2.5930943584907213,0.8991614019067502,32.821471969958836
8.701268212956572,4.235989390551462,47.8190795319365
4.727167772760343,4.223920530050934,46.64986697994439
7.540038928632909,1.8713799292375999,46.32331408100471
1.1027618510866626,3.6666490083307295,35.46386853238315
2.6968654517432604,3.5260722411126295,44.189368938476335
8.428740977115533,4.30192106489853,47.54983884324133
4.192557010571914,2.3031687507550997,44.66179399352811
4.538096183863712,1.126643318531168,39.57350782701352
3.032105969355662,3.274798901743738,44.32785905469705
2.9570763899551236,2.150054958663416,40.72419799908175
9.191765117302268,2.2227502764579588,46.23886469194452
1.145121817349934,2.1769570845236625,30.08736682464137
8.43299403784133,1.865767591165785,46.593692982301675
5.768880629663855,3.2670635655512124,46.25635115013965
4.561703468626189,1.8440247082439738,42.76722007324551
5.327075513617546,4.964071862285761,48.00487945195016
6.860779408858117,4.35328307621043,46.33318924783102
9.42708478058405,4.133169229066202,48.25983173291115
7.033739631930609,4.69069982330602,47.638299785236136
9.970603932649434,2.1885850962361166,47.60306827635585
2.5563024786453505,3.5724061613008393,42.88073527016139
9.0382484654149,2.0409476377206954,46.51110261962198
3.674054423150577,1.8761116210226545,41.524786925108145
2.8442442926439977,4.526213471400258,41.977703749467146
5.007652951376894,2.057010858375244,44.12666707151636
9.452966453899167,3.1099249420343775,48.48453800607592
5.729403071883858,1.9912688946343229,43.71358857798848
7.751393414154295,3.340283918040531,46.66426734124452
5.7087302824782356,2.131069318765522,45.71738214639577
6.521632144457612,2.584654719775262,45.863513737702526
7.5998319513931545,2.3246216279914043,46.25293178248662
4.221082769910831,3.3172001170957244,45.2715832437264
7.768399031943644,1.2008739190952495,44.338878405006824
4.948403939954204,2.4436630460566513,45.084518264068564
8.300148436575762,1.4927599925759416,44.88978766925614
7.089651485256699,1.4583445250064537,44.36263322420923
8.442809447356277,1.283754564145046,43.771896078323344
8.556449058914648,1.6370339538090959,45.821033864603955
3.0248327401643094,0.6854391308369583,26.306352070648096
3.9706372040423905,2.434333902304333,44.32935749087237
5.36083975192651,3.5910949040744597,44.86761245319672
4.732154972410995,0.6090005228816167,34.513835521941424
2.345556788864173,2.3783692789690027,42.322263688914255
7.619359652458435,4.5653083480658,46.75417768749412
9.519360323484003,1.2550967022342128,45.233625480047635
8.371619423257663,1.2709208922475919,46.31036184610753
3.126343661871732,0.8441290968982444,30.5404360653245
6.294590954519467,2.660553579285557,46.25581489318832
5.68621078789646,2.7965122044875868,46.234922299399834
1.5382762781709651,2.1000575973247617,33.0284896421463
5.131149002031417,3.0041703774052846,46.15082659733986
3.487053639667181,3.090197060903101,46.728388281656024
7.535589630150272,1.405728673330178,45.16466453714088
1.4278526360315362,2.3061633232942724,31.646904768679022
5.5999429870562105,3.562863766010297,48.261559519444155
2.5251558421096636,1.4687223165787167,38.170681058856474
9.36489001437681,3.841283555049775,48.461479570435046
4.471729263463601,1.2143157826559214,40.87381347380025
5.58306159431888,3.41711070145737,47.59823708023925
7.929174692618855,4.761649904865759,46.346164489487336
9.83454069025074,1.12583902109321,45.62734161486162
3.116527309629828,1.1193259980479144,37.633862117307146
1.848964719355013,1.4585098633127973,30.90110725074274
1.1316806155470107,1.5811609479010458,24.749287855696352
8.970054613603,3.3475113949630795,47.237313212334826
8.67274002725949,3.028945753032722,46.735080301724864
8.199515135875734,4.9931324396349845,49.29080131904845
9.400773804644944,0.8807368371648825,44.027290489517775
